"resource_name","resource_type","access_class","current_environment_evidence","access_method","license_status","source_url","notes"
"references/multiple_testing_guide.md","reference","UNKNOWN","Observed only as a normalized Skill resource reference; no local availability or connector evidence.","Not specified in visible registry; no access test performed.","UNKNOWN — manual review required","https://biomni.phylo.bio/skills/skill_40063c54fad9439a9acd36c76a25983f?section=marketplace","Conservative UNKNOWN classification; no API request, software installation, connector use, or download attempted."
"references/opentargets_queries.md","reference","UNKNOWN","Observed only as a normalized Skill resource reference; no local availability or connector evidence.","Not specified in visible registry; no access test performed.","UNKNOWN — manual review required","https://biomni.phylo.bio/skills/skill_967e65dbbeb85ee774732a6211f1000c?section=marketplace","Conservative UNKNOWN classification; no API request, software installation, connector use, or download attempted."
"references/opentargets_tractability.md","reference","UNKNOWN","Observed only as a normalized Skill resource reference; no local availability or connector evidence.","Not specified in visible registry; no access test performed.","UNKNOWN — manual review required","https://biomni.phylo.bio/skills/skill_9375050e400a2b52a377933c2f508d68?section=marketplace","Conservative UNKNOWN classification; no API request, software installation, connector use, or download attempted."
"references/output-schema.md","reference","UNKNOWN","Observed only as a normalized Skill resource reference; no local availability or connector evidence.","Not specified in visible registry; no access test performed.","UNKNOWN — manual review required","https://biomni.phylo.bio/skills/skill_546a8868863342c093eb2570dcd538f4?section=marketplace","Conservative UNKNOWN classification; no API request, software installation, connector use, or download attempted."
"references/parameter-tuning-guide.md","reference","UNKNOWN","Observed only as a normalized Skill resource reference; no local availability or connector evidence.","Not specified in visible registry; no access test performed.","UNKNOWN — manual review required","https://biomni.phylo.bio/skills/skill_4aec92a664ad4b63baaf2b4981daa277?section=marketplace","Conservative UNKNOWN classification; no API request, software installation, connector use, or download attempted."
"references/parameters.md","reference","UNKNOWN","Observed only as a normalized Skill resource reference; no local availability or connector evidence.","Not specified in visible registry; no access test performed.","UNKNOWN — manual review required","https://biomni.phylo.bio/skills/skill_ba99051fddd1d71feb9c6b74443592be?section=marketplace","Conservative UNKNOWN classification; no API request, software installation, connector use, or download attempted."
"references/power_analysis_guidelines.md","reference","UNKNOWN","Observed only as a normalized Skill resource reference; no local availability or connector evidence.","Not specified in visible registry; no access test performed.","UNKNOWN — manual review required","https://biomni.phylo.bio/skills/skill_40063c54fad9439a9acd36c76a25983f?section=marketplace","Conservative UNKNOWN classification; no API request, software installation, connector use, or download attempted."
"references/resource_map.md","reference","UNKNOWN","Observed only as a normalized Skill resource reference; no local availability or connector evidence.","Not specified in visible registry; no access test performed.","UNKNOWN — manual review required","https://biomni.phylo.bio/skills/skill_99b62aa3fd5ef6688b599c2a76b92313?section=marketplace","Conservative UNKNOWN classification; no API request, software installation, connector use, or download attempted."
"references/risk-stratification-guide.md","reference","UNKNOWN","Observed only as a normalized Skill resource reference; no local availability or connector evidence.","Not specified in visible registry; no access test performed.","UNKNOWN — manual review required","https://biomni.phylo.bio/skills/skill_827c499e76084524a2e098d80383a3a4?section=marketplace","Conservative UNKNOWN classification; no API request, software installation, connector use, or download attempted."
"references/schema_contract.md","reference","UNKNOWN","Observed only as a normalized Skill resource reference; no local availability or connector evidence.","Not specified in visible registry; no access test performed.","UNKNOWN — manual review required","https://biomni.phylo.bio/skills/skill_1c6f8253c75e4fca5754cfe885207a35?section=marketplace","Conservative UNKNOWN classification; no API request, software installation, connector use, or download attempted."
"references/schemas.md","reference","UNKNOWN","Observed only as a normalized Skill resource reference; no local availability or connector evidence.","Not specified in visible registry; no access test performed.","UNKNOWN — manual review required","https://biomni.phylo.bio/skills/skill_967e65dbbeb85ee774732a6211f1000c?section=marketplace","Conservative UNKNOWN classification; no API request, software installation, connector use, or download attempted."
"references/scorecard_rubric.md","reference","UNKNOWN","Observed only as a normalized Skill resource reference; no local availability or connector evidence.","Not specified in visible registry; no access test performed.","UNKNOWN — manual review required","https://biomni.phylo.bio/skills/skill_9375050e400a2b52a377933c2f508d68?section=marketplace","Conservative UNKNOWN classification; no API request, software installation, connector use, or download attempted."
"references/structure_and_pockets.md","reference","UNKNOWN","Observed only as a normalized Skill resource reference; no local availability or connector evidence.","Not specified in visible registry; no access test performed.","UNKNOWN — manual review required","https://biomni.phylo.bio/skills/skill_9375050e400a2b52a377933c2f508d68?section=marketplace","Conservative UNKNOWN classification; no API request, software installation, connector use, or download attempted."
"references/ternary_modeling.md","reference","UNKNOWN","Observed only as a normalized Skill resource reference; no local availability or connector evidence.","Not specified in visible registry; no access test performed.","UNKNOWN — manual review required","https://biomni.phylo.bio/skills/skill_1de0c57c38270f6702c80157011ab521?section=marketplace","Conservative UNKNOWN classification; no API request, software installation, connector use, or download attempted."
"references/troubleshooting.md","reference","UNKNOWN","Observed only as a normalized Skill resource reference; no local availability or connector evidence.","Not specified in visible registry; no access test performed.","UNKNOWN — manual review required","https://biomni.phylo.bio/skills/skill_1c6f8253c75e4fca5754cfe885207a35?section=marketplace","Conservative UNKNOWN classification; no API request, software installation, connector use, or download attempted."
"references/wgcna-reference.md","reference","UNKNOWN","Observed only as a normalized Skill resource reference; no local availability or connector evidence.","Not specified in visible registry; no access test performed.","UNKNOWN — manual review required","https://biomni.phylo.bio/skills/skill_4aec92a664ad4b63baaf2b4981daa277?section=marketplace","Conservative UNKNOWN classification; no API request, software installation, connector use, or download attempted."
"references/worked_example_ipf.md","reference","UNKNOWN","Observed only as a normalized Skill resource reference; no local availability or connector evidence.","Not specified in visible registry; no access test performed.","UNKNOWN — manual review required","https://biomni.phylo.bio/skills/skill_9406c66f225cadbbb3cf0c85b95a7e5a?section=marketplace","Conservative UNKNOWN classification; no API request, software installation, connector use, or download attempted."
"Replogle et al. (2020), Direct guide RNA capture.","reference","UNKNOWN","Observed only as a normalized Skill resource reference; no local availability or connector evidence.","Not specified in visible registry; no access test performed.","UNKNOWN — manual review required","https://biomni.phylo.bio/skills/skill_d3fa7c2c0f2b43ffb679e44ad7a3eafe?section=marketplace","Conservative UNKNOWN classification; no API request, software installation, connector use, or download attempted."
"Richards et al., ACMG and AMP sequence-variant interpretation standards","reference","UNKNOWN","Observed only as a normalized Skill resource reference; no local availability or connector evidence.","Not specified in visible registry; no access test performed.","UNKNOWN — manual review required","https://biomni.phylo.bio/skills/skill_caf61714cb394d14b2d099387baec0b0?section=marketplace","Conservative UNKNOWN classification; no API request, software installation, connector use, or download attempted."
"Ritchie ME, et al. limma. Nucleic Acids Research. 2015;43(7):e47.","reference","UNKNOWN","Observed only as a normalized Skill resource reference; no local availability or connector evidence.","Not specified in visible registry; no access test performed.","UNKNOWN — manual review required","https://biomni.phylo.bio/skills/skill_08c0e01956d643148a85f5334cfd7abd?section=marketplace","Conservative UNKNOWN classification; no API request, software installation, connector use, or download attempted."
"Robin et al. pROC package paper, BMC Bioinformatics 2011","reference","UNKNOWN","Observed only as a normalized Skill resource reference; no local availability or connector evidence.","Not specified in visible registry; no access test performed.","UNKNOWN — manual review required","https://biomni.phylo.bio/skills/skill_024b2165ef874c1aa509a07168b27d98?section=marketplace","Conservative UNKNOWN classification; no API request, software installation, connector use, or download attempted."
"Robinson et al. (2010), edgeR.","reference","UNKNOWN","Observed only as a normalized Skill resource reference; no local availability or connector evidence.","Not specified in visible registry; no access test performed.","UNKNOWN — manual review required","https://biomni.phylo.bio/skills/skill_7f4da97222334fba9984eab5b78eb392?section=marketplace","Conservative UNKNOWN classification; no API request, software installation, connector use, or download attempted."
"Rousseeuw 1987, Silhouettes for cluster validation","reference","UNKNOWN","Observed only as a normalized Skill resource reference; no local availability or connector evidence.","Not specified in visible registry; no access test performed.","UNKNOWN — manual review required","https://biomni.phylo.bio/skills/skill_51a601b71a454a00aa0d378fe8e3205c?section=marketplace","Conservative UNKNOWN classification; no API request, software installation, connector use, or download attempted."
"Salentin et al. (2015), Protein–Ligand Interaction Profiler (PLIP).","reference","UNKNOWN","Observed only as a normalized Skill resource reference; no local availability or connector evidence.","Not specified in visible registry; no access test performed.","UNKNOWN — manual review required","https://biomni.phylo.bio/skills/skill_56f6a5b3514ba76baf5bca5c0c83d704?section=marketplace","Conservative UNKNOWN classification; no API request, software installation, connector use, or download attempted."
"Sanson KR, et al. Nature Communications. 2018;9(1):5416. PMID: 30575746.","reference","UNKNOWN","Observed only as a normalized Skill resource reference; no local availability or connector evidence.","Not specified in visible registry; no access test performed.","UNKNOWN — manual review required","https://biomni.phylo.bio/skills/skill_57ac6963ab7d26bdd50823638a00473e?section=marketplace","Conservative UNKNOWN classification; no API request, software installation, connector use, or download attempted."
"SCENIC resources","reference","UNKNOWN","Observed only as a normalized Skill resource reference; no local availability or connector evidence.","Not specified in visible registry; no access test performed.","UNKNOWN — manual review required","https://biomni.phylo.bio/skills/skill_35e45ff33cb141a981a3fc5711c4760f?section=marketplace","Conservative UNKNOWN classification; no API request, software installation, connector use, or download attempted."
"Schmidt AF, Heerspink HJL, Denig P, et al. Disease trajectory browser for exploring temporal, population-wide disease progression patterns. Nat Commun. 2020;11:4952.","reference","UNKNOWN","Observed only as a normalized Skill resource reference; no local availability or connector evidence.","Not specified in visible registry; no access test performed.","UNKNOWN — manual review required","https://biomni.phylo.bio/skills/skill_26fd7b7e1ad64ad89d97bb183182d4f0?section=marketplace","Conservative UNKNOWN classification; no API request, software installation, connector use, or download attempted."
"scVelo citation","reference","UNKNOWN","Observed only as a normalized Skill resource reference; no local availability or connector evidence.","Not specified in visible registry; no access test performed.","UNKNOWN — manual review required","https://biomni.phylo.bio/skills/skill_9971a7d3e3134ee9acc25ba3d0e1fdae?section=marketplace","Conservative UNKNOWN classification; no API request, software installation, connector use, or download attempted."
"Shifrut et al. 2018 SLICE screen, GEO GSE119450, used as the worked screen example.","reference","UNKNOWN","Observed only as a normalized Skill resource reference; no local availability or connector evidence.","Not specified in visible registry; no access test performed.","UNKNOWN — manual review required","https://biomni.phylo.bio/skills/skill_1a2d4c938cf0cd29657bf065517bca3a?section=marketplace","Conservative UNKNOWN classification; no API request, software installation, connector use, or download attempted."
"SigCom LINCS","reference","UNKNOWN","Observed only as a normalized Skill resource reference; no local availability or connector evidence.","Not specified in visible registry; no access test performed.","UNKNOWN — manual review required","https://biomni.phylo.bio/skills/skill_3a9f742f9ccb071b1720a6c41dfdbb38?section=marketplace","Conservative UNKNOWN classification; no API request, software installation, connector use, or download attempted."
"Squair JW, et al. (2021) Nature Communications 12:5692.","reference","UNKNOWN","Observed only as a normalized Skill resource reference; no local availability or connector evidence.","Not specified in visible registry; no access test performed.","UNKNOWN — manual review required","https://biomni.phylo.bio/skills/skill_e4c50152a70f4d6fa8a4802573755f54?section=marketplace","Conservative UNKNOWN classification; no API request, software installation, connector use, or download attempted."
"STROBE-MR guidelines","reference","UNKNOWN","Observed only as a normalized Skill resource reference; no local availability or connector evidence.","Not specified in visible registry; no access test performed.","UNKNOWN — manual review required","https://biomni.phylo.bio/skills/skill_6655c68c5e9249eba44e6519b7c0b11e?section=marketplace","Conservative UNKNOWN classification; no API request, software installation, connector use, or download attempted."
"Stürmer et al. (2020)","reference","UNKNOWN","Observed only as a normalized Skill resource reference; no local availability or connector evidence.","Not specified in visible registry; no access test performed.","UNKNOWN — manual review required","https://biomni.phylo.bio/skills/skill_ea1afce75ae2b4fc030bbe787188145e?section=marketplace","Conservative UNKNOWN classification; no API request, software installation, connector use, or download attempted."
"Subramanian et al., Gene Set Enrichment Analysis","reference","UNKNOWN","Observed only as a normalized Skill resource reference; no local availability or connector evidence.","Not specified in visible registry; no access test performed.","UNKNOWN — manual review required","https://biomni.phylo.bio/skills/skill_eb2ad58c6e5a40fa9328874443eef99d?section=marketplace","Conservative UNKNOWN classification; no API request, software installation, connector use, or download attempted."
"Swanson et al. (2024), ADMET-AI: A machine learning ADMET modeling platform, Bioinformatics 40(7):btae416.","reference","UNKNOWN","Observed only as a normalized Skill resource reference; no local availability or connector evidence.","Not specified in visible registry; no access test performed.","UNKNOWN — manual review required","https://biomni.phylo.bio/skills/skill_c30c5d550c6b897400e363e8d1664a3c?section=marketplace","Conservative UNKNOWN classification; no API request, software installation, connector use, or download attempted."
"Tibshirani et al. 2001, Gap statistic","reference","UNKNOWN","Observed only as a normalized Skill resource reference; no local availability or connector evidence.","Not specified in visible registry; no access test performed.","UNKNOWN — manual review required","https://biomni.phylo.bio/skills/skill_51a601b71a454a00aa0d378fe8e3205c?section=marketplace","Conservative UNKNOWN classification; no API request, software installation, connector use, or download attempted."
"TimeAx Documentation","reference","UNKNOWN","Observed only as a normalized Skill resource reference; no local availability or connector evidence.","Not specified in visible registry; no access test performed.","UNKNOWN — manual review required","https://biomni.phylo.bio/skills/skill_26fd7b7e1ad64ad89d97bb183182d4f0?section=marketplace","Conservative UNKNOWN classification; no API request, software installation, connector use, or download attempted."
"TimeAx GitHub","reference","UNKNOWN","Observed only as a normalized Skill resource reference; no local availability or connector evidence.","Not specified in visible registry; no access test performed.","UNKNOWN — manual review required","https://biomni.phylo.bio/skills/skill_26fd7b7e1ad64ad89d97bb183182d4f0?section=marketplace","Conservative UNKNOWN classification; no API request, software installation, connector use, or download attempted."
"Tsoucas D, et al. Accurate estimation of cell-type composition from gene expression data (DWLS). Nat Commun. 2019;10:2975.","reference","UNKNOWN","Observed only as a normalized Skill resource reference; no local availability or connector evidence.","Not specified in visible registry; no access test performed.","UNKNOWN — manual review required","https://biomni.phylo.bio/skills/skill_9220a3a4f3fd3052b91800e13683d7cf?section=marketplace","Conservative UNKNOWN classification; no API request, software installation, connector use, or download attempted."
"TwoSampleMR package","reference","UNKNOWN","Observed only as a normalized Skill resource reference; no local availability or connector evidence.","Not specified in visible registry; no access test performed.","UNKNOWN — manual review required","https://biomni.phylo.bio/skills/skill_6655c68c5e9249eba44e6519b7c0b11e?section=marketplace","Conservative UNKNOWN classification; no API request, software installation, connector use, or download attempted."
"Uhlen M, et al. Human Protein Atlas normal-tissue RNA and IHC baseline. Science. 2015;347(6220):1260419.","reference","UNKNOWN","Observed only as a normalized Skill resource reference; no local availability or connector evidence.","Not specified in visible registry; no access test performed.","UNKNOWN — manual review required","https://biomni.phylo.bio/skills/skill_37c83b1a2ba2ef32921254e95c376919?section=marketplace","Conservative UNKNOWN classification; no API request, software installation, connector use, or download attempted."
"UniProt REST canonical FASTA endpoint","reference","UNKNOWN","Observed only as a normalized Skill resource reference; no local availability or connector evidence.","Not specified in visible registry; no access test performed.","UNKNOWN — manual review required","https://biomni.phylo.bio/skills/skill_6e83f49077c908119c713fef84e79b6f?section=marketplace","Conservative UNKNOWN classification; no API request, software installation, connector use, or download attempted."
"Untergasser A, et al. Primer3. Nucleic Acids Research. 2012;40(15):e115.","reference","UNKNOWN","Observed only as a normalized Skill resource reference; no local availability or connector evidence.","Not specified in visible registry; no access test performed.","UNKNOWN — manual review required","https://biomni.phylo.bio/skills/skill_62f7fe9a2d3e475983cadecafd0547e3?section=marketplace","Conservative UNKNOWN classification; no API request, software installation, connector use, or download attempted."
"Van de Sande et al. 2020, scalable SCENIC workflow","reference","UNKNOWN","Observed only as a normalized Skill resource reference; no local availability or connector evidence.","Not specified in visible registry; no access test performed.","UNKNOWN — manual review required","https://biomni.phylo.bio/skills/skill_35e45ff33cb141a981a3fc5711c4760f?section=marketplace","Conservative UNKNOWN classification; no API request, software installation, connector use, or download attempted."
"van Puijenbroek EP et al. 2002. ROR method.","reference","UNKNOWN","Observed only as a normalized Skill resource reference; no local availability or connector evidence.","Not specified in visible registry; no access test performed.","UNKNOWN — manual review required","https://biomni.phylo.bio/skills/skill_fb055d3413196f5e948f5159c1207321?section=marketplace","Conservative UNKNOWN classification; no API request, software installation, connector use, or download attempted."
"Veber et al. (2002), molecular properties influencing oral bioavailability, Journal of Medicinal Chemistry 45:2615–2623.","reference","UNKNOWN","Observed only as a normalized Skill resource reference; no local availability or connector evidence.","Not specified in visible registry; no access test performed.","UNKNOWN — manual review required","https://biomni.phylo.bio/skills/skill_c30c5d550c6b897400e363e8d1664a3c?section=marketplace","Conservative UNKNOWN classification; no API request, software installation, connector use, or download attempted."
"Vita R, Blazeska N, Marrama D, et al. Immune Epitope Database 2024 update.","reference","UNKNOWN","Observed only as a normalized Skill resource reference; no local availability or connector evidence.","Not specified in visible registry; no access test performed.","UNKNOWN — manual review required","https://biomni.phylo.bio/skills/skill_1428c3775e3d807bc46446cc90c2a6a0?section=marketplace","Conservative UNKNOWN classification; no API request, software installation, connector use, or download attempted."
"Wang X, et al. Bulk tissue cell type deconvolution with multi-subject single-cell expression reference (MuSiC). Nat Commun. 2019;10:380.","reference","UNKNOWN","Observed only as a normalized Skill resource reference; no local availability or connector evidence.","Not specified in visible registry; no access test performed.","UNKNOWN — manual review required","https://biomni.phylo.bio/skills/skill_9220a3a4f3fd3052b91800e13683d7cf?section=marketplace","Conservative UNKNOWN classification; no API request, software installation, connector use, or download attempted."
"Wolf FA, et al. (2018) Genome Biology 19:15.","reference","UNKNOWN","Observed only as a normalized Skill resource reference; no local availability or connector evidence.","Not specified in visible registry; no access test performed.","UNKNOWN — manual review required","https://biomni.phylo.bio/skills/skill_e4c50152a70f4d6fa8a4802573755f54?section=marketplace","Conservative UNKNOWN classification; no API request, software installation, connector use, or download attempted."
"Wolf FA, et al. SCANPY: large-scale single-cell gene expression data analysis. Genome Biology. 2018.","reference","UNKNOWN","Observed only as a normalized Skill resource reference; no local availability or connector evidence.","Not specified in visible registry; no access test performed.","UNKNOWN — manual review required","https://biomni.phylo.bio/skills/skill_30b65ae0dee54a929017fbc760aefe01?section=marketplace","Conservative UNKNOWN classification; no API request, software installation, connector use, or download attempted."
"Ye J, et al. Primer-BLAST. BMC Bioinformatics. 2012;13:134.","reference","UNKNOWN","Observed only as a normalized Skill resource reference; no local availability or connector evidence.","Not specified in visible registry; no access test performed.","UNKNOWN — manual review required","https://biomni.phylo.bio/skills/skill_62f7fe9a2d3e475983cadecafd0547e3?section=marketplace","Conservative UNKNOWN classification; no API request, software installation, connector use, or download attempted."
"Yu et al., clusterProfiler","reference","UNKNOWN","Observed only as a normalized Skill resource reference; no local availability or connector evidence.","Not specified in visible registry; no access test performed.","UNKNOWN — manual review required","https://biomni.phylo.bio/skills/skill_eb2ad58c6e5a40fa9328874443eef99d?section=marketplace","Conservative UNKNOWN classification; no API request, software installation, connector use, or download attempted."
"Zdrazil et al. (2024), The ChEMBL Database in 2023: a drug discovery platform spanning multiple bioactivity data types and time periods, Nucleic Acids Research 52(D1):D1180–D1192.","reference","UNKNOWN","Observed only as a normalized Skill resource reference; no local availability or connector evidence.","Not specified in visible registry; no access test performed.","UNKNOWN — manual review required","https://biomni.phylo.bio/skills/skill_c30c5d550c6b897400e363e8d1664a3c?section=marketplace","Conservative UNKNOWN classification; no API request, software installation, connector use, or download attempted."
"Zhang & Horvath (2005). A general framework for weighted gene co-expression network analysis. Statistical Applications in Genetics and Molecular Biology. doi:10.2202/1544-6115.1128","reference","UNKNOWN","Observed only as a normalized Skill resource reference; no local availability or connector evidence.","Not specified in visible registry; no access test performed.","UNKNOWN — manual review required","https://biomni.phylo.bio/skills/skill_4aec92a664ad4b63baaf2b4981daa277?section=marketplace","Conservative UNKNOWN classification; no API request, software installation, connector use, or download attempted."
"Zhu Y, et al. DEqMS. Molecular & Cellular Proteomics. 2020;19(6):1047-1057.","reference","UNKNOWN","Observed only as a normalized Skill resource reference; no local availability or connector evidence.","Not specified in visible registry; no access test performed.","UNKNOWN — manual review required","https://biomni.phylo.bio/skills/skill_08c0e01956d643148a85f5334cfd7abd?section=marketplace","Conservative UNKNOWN classification; no API request, software installation, connector use, or download attempted."
"Zou et al. (2024), ChIP-Atlas 3.0.","reference","UNKNOWN","Observed only as a normalized Skill resource reference; no local availability or connector evidence.","Not specified in visible registry; no access test performed.","UNKNOWN — manual review required","https://biomni.phylo.bio/skills/skill_7f4da97222334fba9984eab5b78eb392?section=marketplace","Conservative UNKNOWN classification; no API request, software installation, connector use, or download attempted."
"Zou Z, et al. ChIP-Atlas 3.0: a gene regulation data-mining platform. Nucleic Acids Research. 2024;52(W1):W159-W166.","reference","UNKNOWN","Observed only as a normalized Skill resource reference; no local availability or connector evidence.","Not specified in visible registry; no access test performed.","UNKNOWN — manual review required","https://biomni.phylo.bio/skills/skill_cf9489278b984eef91e08a40b68943be?section=marketplace","Conservative UNKNOWN classification; no API request, software installation, connector use, or download attempted."
"1000 Genomes Phase 3 example genotypes","resource_selection","UNKNOWN","Observed only as a normalized Skill resource reference; no local availability or connector evidence.","Not specified in visible registry; no access test performed.","UNKNOWN — manual review required","https://biomni.phylo.bio/skills/skill_7ef1858e91dd4b7fbe5daddf31e5002a?section=marketplace","Conservative UNKNOWN classification; no API request, software installation, connector use, or download attempted."
"10x Genomics V1_Human_Heart example","resource_selection","UNKNOWN","Observed only as a normalized Skill resource reference; no local availability or connector evidence.","Not specified in visible registry; no access test performed.","UNKNOWN — manual review required","https://biomni.phylo.bio/skills/skill_30b65ae0dee54a929017fbc760aefe01?section=marketplace","Conservative UNKNOWN classification; no API request, software installation, connector use, or download attempted."
"A class or explicit-drug workflow.","resource_selection","UNKNOWN","Observed only as a normalized Skill resource reference; no local availability or connector evidence.","Not specified in visible registry; no access test performed.","UNKNOWN — manual review required","https://biomni.phylo.bio/skills/skill_fb055d3413196f5e948f5159c1207321?section=marketplace","Conservative UNKNOWN classification; no API request, software installation, connector use, or download attempted."
"A different random seed, more iterations, or another spatial method","resource_selection","UNKNOWN","Observed only as a normalized Skill resource reference; no local availability or connector evidence.","Not specified in visible registry; no access test performed.","UNKNOWN — manual review required","https://biomni.phylo.bio/skills/skill_ea62d879a7384219a92cf683a8b63013?section=marketplace","Conservative UNKNOWN classification; no API request, software installation, connector use, or download attempted."
"A disease-specific mechanism configuration","resource_selection","UNKNOWN","Observed only as a normalized Skill resource reference; no local availability or connector evidence.","Not specified in visible registry; no access test performed.","UNKNOWN — manual review required","https://biomni.phylo.bio/skills/skill_546a8868863342c093eb2570dcd538f4?section=marketplace","Conservative UNKNOWN classification; no API request, software installation, connector use, or download attempted."
"A lineage-restricted DepMap subset, published primary-T-cell screen, or pathway enrichment.","resource_selection","UNKNOWN","Observed only as a normalized Skill resource reference; no local availability or connector evidence.","Not specified in visible registry; no access test performed.","UNKNOWN — manual review required","https://biomni.phylo.bio/skills/skill_1a2d4c938cf0cd29657bf065517bca3a?section=marketplace","Conservative UNKNOWN classification; no API request, software installation, connector use, or download attempted."
"A minimal package containing SKILL.md only.","resource_selection","UNKNOWN","Observed only as a normalized Skill resource reference; no local availability or connector evidence.","Not specified in visible registry; no access test performed.","UNKNOWN — manual review required","https://biomni.phylo.bio/skills/skill_80991743e52842abb92207cd7ff8c29e?section=marketplace","Conservative UNKNOWN classification; no API request, software installation, connector use, or download attempted."
"A public repository containing the requested condition","resource_selection","UNKNOWN","Observed only as a normalized Skill resource reference; no local availability or connector evidence.","Not specified in visible registry; no access test performed.","UNKNOWN — manual review required","https://biomni.phylo.bio/skills/skill_99b62aa3fd5ef6688b599c2a76b92313?section=marketplace","Conservative UNKNOWN classification; no API request, software installation, connector use, or download attempted."
"A431 TMT 10-plex example dataset loaded through ExperimentHub.","resource_selection","UNKNOWN","Observed only as a normalized Skill resource reference; no local availability or connector evidence.","Not specified in visible registry; no access test performed.","UNKNOWN — manual review required","https://biomni.phylo.bio/skills/skill_08c0e01956d643148a85f5334cfd7abd?section=marketplace","Conservative UNKNOWN classification; no API request, software installation, connector use, or download attempted."
"Absolute ADMET predictions without percentiles","resource_selection","UNKNOWN","Observed only as a normalized Skill resource reference; no local availability or connector evidence.","Not specified in visible registry; no access test performed.","UNKNOWN — manual review required","https://biomni.phylo.bio/skills/skill_c30c5d550c6b897400e363e8d1664a3c?section=marketplace","Conservative UNKNOWN classification; no API request, software installation, connector use, or download attempted."
"Abstract or provider-text context","resource_selection","UNKNOWN","Observed only as a normalized Skill resource reference; no local availability or connector evidence.","Not specified in visible registry; no access test performed.","UNKNOWN — manual review required","https://biomni.phylo.bio/skills/skill_bed70a7f98864bd48324eb9295c4fdd0?section=marketplace","Conservative UNKNOWN classification; no API request, software installation, connector use, or download attempted."
"Active-comparator drug set.","resource_selection","UNKNOWN","Observed only as a normalized Skill resource reference; no local availability or connector evidence.","Not specified in visible registry; no access test performed.","UNKNOWN — manual review required","https://biomni.phylo.bio/skills/skill_fb055d3413196f5e948f5159c1207321?section=marketplace","Conservative UNKNOWN classification; no API request, software installation, connector use, or download attempted."
"Adaptive nearest-neighbor panel expansion","resource_selection","UNKNOWN","Observed only as a normalized Skill resource reference; no local availability or connector evidence.","Not specified in visible registry; no access test performed.","UNKNOWN — manual review required","https://biomni.phylo.bio/skills/skill_8c4bbb8b8155ca559167852f77ba44d1?section=marketplace","Conservative UNKNOWN classification; no API request, software installation, connector use, or download attempted."
"adjustText","resource_selection","UNKNOWN","Observed only as a normalized Skill resource reference; no local availability or connector evidence.","Not specified in visible registry; no access test performed.","UNKNOWN — manual review required","https://biomni.phylo.bio/skills/skill_c30c5d550c6b897400e363e8d1664a3c?section=marketplace","Conservative UNKNOWN classification; no API request, software installation, connector use, or download attempted."
"ADMET-AI","resource_selection","UNKNOWN","Observed only as a normalized Skill resource reference; no local availability or connector evidence.","Not specified in visible registry; no access test performed.","UNKNOWN — manual review required","https://biomni.phylo.bio/skills/skill_c30c5d550c6b897400e363e8d1664a3c?section=marketplace","Conservative UNKNOWN classification; no API request, software installation, connector use, or download attempted."
"agricolae","resource_selection","UNKNOWN","Observed only as a normalized Skill resource reference; no local availability or connector evidence.","Not specified in visible registry; no access test performed.","UNKNOWN — manual review required","https://biomni.phylo.bio/skills/skill_ea62d879a7384219a92cf683a8b63013?section=marketplace","Conservative UNKNOWN classification; no API request, software installation, connector use, or download attempted."
"AiZynthFinder","resource_selection","UNKNOWN","Observed only as a normalized Skill resource reference; no local availability or connector evidence.","Not specified in visible registry; no access test performed.","UNKNOWN — manual review required","https://biomni.phylo.bio/skills/skill_0008d582238d9a1f65a2322b3bf71728?section=marketplace","Conservative UNKNOWN classification; no API request, software installation, connector use, or download attempted."
"ALDEx2","resource_selection","UNKNOWN","Observed only as a normalized Skill resource reference; no local availability or connector evidence.","Not specified in visible registry; no access test performed.","UNKNOWN — manual review required","https://biomni.phylo.bio/skills/skill_fd517e4fafbb82ec7030a849e0ea0c23?section=marketplace","Conservative UNKNOWN classification; no API request, software installation, connector use, or download attempted."
"Allele-position figures without a UniProt domain track, with protein length inferred from the data.","resource_selection","UNKNOWN","Observed only as a normalized Skill resource reference; no local availability or connector evidence.","Not specified in visible registry; no access test performed.","UNKNOWN — manual review required","https://biomni.phylo.bio/skills/skill_71ac25ccb32e00a971a5e49bcae1bfe2?section=marketplace","Conservative UNKNOWN classification; no API request, software installation, connector use, or download attempted."
"AlphaFold structural model","resource_selection","UNKNOWN","Observed only as a normalized Skill resource reference; no local availability or connector evidence.","Not specified in visible registry; no access test performed.","UNKNOWN — manual review required","https://biomni.phylo.bio/skills/skill_9375050e400a2b52a377933c2f508d68?section=marketplace","Conservative UNKNOWN classification; no API request, software installation, connector use, or download attempted."
"AlphaFold v2","resource_selection","UNKNOWN","Observed only as a normalized Skill resource reference; no local availability or connector evidence.","Not specified in visible registry; no access test performed.","UNKNOWN — manual review required","https://biomni.phylo.bio/skills/skill_6e83f49077c908119c713fef84e79b6f?section=marketplace","Conservative UNKNOWN classification; no API request, software installation, connector use, or download attempted."
"An alternative analysis method","resource_selection","UNKNOWN","Observed only as a normalized Skill resource reference; no local availability or connector evidence.","Not specified in visible registry; no access test performed.","UNKNOWN — manual review required","https://biomni.phylo.bio/skills/skill_4aec92a664ad4b63baaf2b4981daa277?section=marketplace","Conservative UNKNOWN classification; no API request, software installation, connector use, or download attempted."
