"source_skill","source_slug","source_normalized_file","parent_claude_skill","secondary_parent_skills","workflow_file","deployment_workflow_file","resources_used","provenance_file","coverage_status","notes"
"spatial-transcriptomics","spatial-transcriptomics","02_normalized/spatial-transcriptomics.yaml","spatial-transcriptomics-analysis","","_source_workflows/spatial-transcriptomics/WORKFLOW.md","spatial-transcriptomics-analysis/references/source_workflows/spatial-transcriptomics/WORKFLOW.md","rr_df3aa100a435687c;rr_0df04e72b5b29e62;rr_eec08a2fce1f27c1;rr_063ec900fce6482b;rr_6aba97b6dceeffd7;rr_42bc4f5de0dd382f","_source_workflows/spatial-transcriptomics/provenance.md","PASS","Preserve spatial coordinates, QC, domains, variable genes, neighborhood enrichment, and platform-specific Visium assumptions."
"survival-analysis-clinical","survival-analysis-clinical","02_normalized/survival-analysis-clinical.yaml","clinical-trial-analysis","","_source_workflows/survival-analysis-clinical/WORKFLOW.md","clinical-trial-analysis/references/source_workflows/survival-analysis-clinical/WORKFLOW.md","rr_4ea8b6c8a3d1565b;rr_086a92cdd06bd8cb;rr_7d497735aded74fa;rr_b24fab3feb17e789;rr_96bbf1dbd79055f7;rr_79c39bfe833fae1b;rr_ea25075ebb47fa0c;rr_4c164f0890ed5149;rr_682a344d385230d1","_source_workflows/survival-analysis-clinical/provenance.md","PASS","Keep Kaplan-Meier/Cox/risk stratification as an observational or trial-analysis mode distinct from trial-design simulation."
"target-tractability-druggability","target-tractability-druggability","02_normalized/target-tractability-druggability.yaml","target-evidence-and-tractability","","_source_workflows/target-tractability-druggability/WORKFLOW.md","target-evidence-and-tractability/references/source_workflows/target-tractability-druggability/WORKFLOW.md","rr_ae5593ad15b85ec6;rr_32630d3a91f70230;rr_0150835f9df7de41;rr_cceb727c38e76f09;rr_1cd8978f9c801055;rr_d2ee5ce6f038e497;rr_d12d65769eea989c;rr_c0fd048a6b44a52d;rr_283ffe06e058e90e;rr_4865da24bde00d31","_source_workflows/target-tractability-druggability/provenance.md","PASS","Preserve modality-specific tractability, pocket evidence, essentiality, safety, and confidence scoring; do not collapse into a single druggability binary."
"targeted-degrader-design","targeted-degrader-design","02_normalized/targeted-degrader-design.yaml","molecular-design-and-structure","","_source_workflows/targeted-degrader-design/WORKFLOW.md","molecular-design-and-structure/references/source_workflows/targeted-degrader-design/WORKFLOW.md","rr_77d11f9e3c53ddd4;rr_5a2a17316597537d;rr_04841c1b3a4ecfec;rr_806458b94ba25e08;rr_497c4a00432d3cd4;rr_d12d65769eea989c;rr_66e05683356bf73d;rr_29c26e96edaa2f32;rr_5d8529d3ad92c7ab;rr_4e25afd1b941072b;rr_0d8a4ec7c0d18e90;rr_c44febac1bce6796;rr_d7c26e6edc13d5c3;rr_b03c057b0f6af1b5","_source_workflows/targeted-degrader-design/provenance.md","PASS","Keep warhead/E3/linker assembly, bRo5/ADMET, ternary modeling, and ranking as a specialized design mode; optional structural models are adapters."
"tissue-expression-specificity","tissue-expression-specificity","02_normalized/tissue-expression-specificity.yaml","target-evidence-and-tractability","","_source_workflows/tissue-expression-specificity/WORKFLOW.md","target-evidence-and-tractability/references/source_workflows/tissue-expression-specificity/WORKFLOW.md","rr_87207fe0320d977c;rr_c9fe37cf2781c3e9;rr_aeabd456fd6abdd0;rr_5e773addcee2369c;rr_1daed7d2bf6230cb;rr_29c26e96edaa2f32;rr_7e0f694aa63e0cb1;rr_42bc4f5de0dd382f","_source_workflows/tissue-expression-specificity/provenance.md","PASS","Preserve GTEx/HPA cross-atlas concordance, tau specificity, vital-organ panel, and on-target liability; expression is evidence, not clinical safety proof."
"tusoai","tusoai","02_normalized/tusoai.yaml","computational-method-development","","_source_workflows/tusoai/WORKFLOW.md","computational-method-development/references/source_workflows/tusoai/WORKFLOW.md","rr_4eb004f8de831f58;rr_baf82a18b5b554e7","_source_workflows/tusoai/provenance.md","PASS","Exclude TusoAI API-key loops, Biomni checkpoints, and platform orchestration; map only to generic iterative method search, evaluator design, and reproducible state."
"tusoskill","tusoskill","02_normalized/tusoskill.yaml","computational-method-development","","_source_workflows/tusoskill/WORKFLOW.md","computational-method-development/references/source_workflows/tusoskill/WORKFLOW.md","rr_4c8feb8815911444;rr_3d456e880a74c00c","_source_workflows/tusoskill/provenance.md","PASS","Exclude Biomni-native method packaging and orchestration; retain benchmark-first iteration, overfitting checks, refactoring discipline, and durable state as portable requirements."
"upstream-regulator-analysis","upstream-regulator-analysis","02_normalized/upstream-regulator-analysis.yaml","regulatory-network-analysis","","_source_workflows/upstream-regulator-analysis/WORKFLOW.md","regulatory-network-analysis/references/source_workflows/upstream-regulator-analysis/WORKFLOW.md","rr_868a2a740cac4da2;rr_b4baa70e28fd2a99;rr_bea33acc8f0d6f7e;rr_51e978dc662f3171;rr_e29ad26fff133343;rr_d4bbf183d34fba1b;rr_f48c55f08412b6c6;rr_42bc4f5de0dd382f","_source_workflows/upstream-regulator-analysis/provenance.md","PASS","Preserve integration of TF binding evidence with RNA-seq DE and regulator prioritization; keep upstream inference distinct from simple target-gene lookup."
"variant-calling-from-sequencing","variant-calling-from-sequencing","02_normalized/variant-calling-from-sequencing.yaml","variant-analysis-and-interpretation","","_source_workflows/variant-calling-from-sequencing/WORKFLOW.md","variant-analysis-and-interpretation/references/source_workflows/variant-calling-from-sequencing/WORKFLOW.md","rr_5fe379d87f1fe774;rr_7b8035544398ffe1;rr_52cb015931b77e58;rr_81006b67f00e89f4;rr_75fc8abaa608f880;rr_e6e64f972db51e12;rr_5c2646c0f638d9f2;rr_fd17dba06befc3c1;rr_c105f48f7d88aebc;rr_73e865b570406ed9;rr_9449b1c712d7c612;rr_9c462be9b53affbb;rr_ebbb28aab2865e76;rr_e2f1dccf476aba11;rr_b8616d2ebf98a0cd;rr_3ffbb72a0a7e4f61;rr_b974baebc57cb42a;rr_55050f5535c8667b;rr_88fdd06ab8673726;rr_2ad47aa2f72d1ce6","_source_workflows/variant-calling-from-sequencing/provenance.md","PASS","Keep raw-read/caller benchmarking and coverage QC upstream of clinical annotation; no clinical pathogenicity claim from calling alone."
"virtual-cell-perturbation","virtual-cell-perturbation","02_normalized/virtual-cell-perturbation.yaml","functional-genomics-perturbation-analysis","","_source_workflows/virtual-cell-perturbation/WORKFLOW.md","functional-genomics-perturbation-analysis/references/source_workflows/virtual-cell-perturbation/WORKFLOW.md","rr_6fe6269b01549eb6;rr_f31958e347b5ebc3;rr_184bffcaf124d061;rr_4c54549e91b4595f;rr_5c597bead53685d9;rr_c89e4f07b9642c65;rr_b3204199993691c1;rr_8d11e5c5177366d3;rr_192df89215f98508","_source_workflows/virtual-cell-perturbation/provenance.md","PASS","Consolidate with perturbation analysis at the portfolio level but keep held-out prediction/model benchmarking distinct from experimental CRISPR screen analysis."
